SID,CID,GRADE
04009780,LAW-02,76.1
04007210,ECON-03,53.7
04006201,EE-01,81.8
04006300,ME-02,89.7
04002801,SOC-03,54.8
04004970,EE-04,77.6
04007800,ME-05,47.3
04004040,PHYS-04,58.4
04004401,BME-03,94.7
04003761,BIO-02,72.3
04001590,HIST-03,75.9
04008810,HIST-04,54.8
04009391,ENV-05,70.1
04006361,ME-03,71.3
04003200,SE-05,60.5
04009350,PHIL-03,59.6
04001790,LAW-04,89.3
04001631,CHEM-04,42.5
04004680,MUS-01,59.5
04007021,BME-01,43.6
04006680,HIST-03,86.3
04009641,BIO-04,66.7
04004131,ART-04,68.2
04000771,BME-05,79.2
04003621,PHYS-03,52.4
04000321,PHYS-01,75.5
04004590,SOC-02,68.5
04005301,SE-01,67.5
04006361,CE-05,76.4
04007941,SOC-03,90.0
04005611,HIST-02,93.6
04002611,SE-05,53.1
04006491,BIO-02,76.2
04000730,HIST-05,83.3
04003601,HIST-03,98.4
04003240,MATH-05,33.0
04009530,ECON-04,56.5
04003790,EE-03,51.7
04005491,BIO-04,96.0
04002180,CS-01,71.1
04004801,PHIL-02,81.5
04006190,CS-05,68.1
04004460,MUS-04,31.6
04003570,STAT-02,64.9
04007440,BIO-05,64.1
04006941,CHEM-04,69.3
04007401,EE-05,81.9
04004131,SOC-05,86.5
04006340,CE-05,87.4
04002721,PHYS-03,44.2
04009790,ENV-01,81.4
04004520,EE-04,70.1
04001651,BIO-04,64.1
04000331,ENV-03,80.4
04008200,ECON-02,81.3
04005451,PSY-04,68.0
04009580,HIST-01,77.7
04006060,SE-01,80.9
04003821,ME-03,45.6
04001790,PSY-03,89.6
04001540,LAW-01,91.9
04001731,EE-02,81.8
04009701,MATH-01,62.2
04008631,MUS-04,75.9
04008240,MUS-02,51.8
04007601,MATH-04,81.4
04000451,ENV-03,46.8
04004230,HIST-04,53.8
04006481,HIST-01,30.0
04003010,CHEM-03,62.3
04009470,CE-01,49.1
04000270,STAT-01,44.7
04006790,CS-02,65.5
04005270,EE-02,73.6
04000870,SE-05,78.7
04004691,BIO-03,92.5
04000821,STAT-01,75.9
04002611,BME-01,71.1
04007870,STAT-01,78.3
04005600,CHEM-03,71.6
04001821,CHEM-03,75.0
04005760,BIO-05,68.5
04009830,ECON-02,70.6
04006790,CHEM-01,98.6
04008001,SOC-01,90.7
04007141,MATH-01,37.9
04004081,HIST-02,52.5
04009331,MUS-05,83.4
04002000,SOC-04,75.3
04001481,CHEM-04,64.5
04009870,HIST-01,65.4
04003131,ENV-02,82.8
04005621,CHEM-02,84.1
04009141,LAW-04,71.7
04006541,PSY-02,87.8
04007210,BIO-02,30.0
04003311,HIST-04,79.1
04009571,SE-03,69.8
04005191,MATH-02,59.5
04004920,SE-04,87.5
04000020,LAW-05,85.9
04001750,CE-03,58.1
04001821,STAT-03,94.7
04008570,PHYS-02,77.7
04008071,ART-05,54.2
04005131,PSY-04,94.9
04001800,HIST-01,79.2
04004520,ME-03,75.4
04004960,CS-02,53.2
04001471,ECON-01,65.3
04005110,BME-03,59.2
04003811,CS-05,87.9
04002140,PHIL-05,52.2
04006471,CS-05,83.2
04008361,PSY-02,84.7
04004371,EE-03,85.3
04000420,EE-04,70.2
04005330,MUS-03,43.2
04000610,BME-02,75.4
04001790,MUS-04,90.2
04008991,ECON-05,66.2
04001301,LAW-01,89.6
04003220,ME-05,72.0
04008491,PHIL-04,94.9
04003451,LAW-04,72.3
04006640,PHYS-05,86.3
04000870,BME-01,84.3
04006591,ART-02,33.3
04000181,ENV-05,66.8
04007031,CHEM-03,54.0
04009171,BIO-03,48.9
04001311,HIST-02,75.0
04000331,CS-02,68.9
04008421,LAW-02,85.8
04005171,BIO-03,83.5
04004031,STAT-02,49.4
04007961,CE-05,72.1
04009771,SE-03,47.9
04007840,SOC-01,83.1
04003401,STAT-01,83.2
04000631,ME-03,91.9
04008170,PSY-05,49.5
04009520,CHEM-03,82.0
04006430,ECON-03,74.2
04001191,CE-03,85.8
04005191,CS-05,52.0
04003141,LAW-01,52.0
04009061,PHIL-01,90.0
04007031,STAT-03,53.7
04006471,CS-02,84.1
04009350,MATH-04,89.3
04003750,CS-05,84.9
04001301,SE-05,93.7
04004970,CS-03,36.2
04006961,ME-03,49.8
04006591,PHIL-01,87.1
04007941,EE-01,87.6
04001651,SOC-03,34.7
04004081,SOC-02,50.6
04003381,PSY-04,59.1
04000981,EE-01,70.6
04000631,CE-05,79.2
04000691,PHIL-03,89.9
04006471,CHEM-01,94.4
04005941,HIST-03,46.1
04000130,CE-05,34.4
04007831,ME-01,38.0
04002340,LAW-05,84.5
04007250,SOC-03,80.2
04001590,BIO-03,88.1
04006591,CHEM-05,82.8
04003451,PSY-03,74.2
04009731,MUS-05,89.9
04004491,LAW-05,93.7
04006670,PSY-02,60.2
04004720,MUS-02,52.1
04002561,ME-05,74.0
04005991,STAT-05,60.2
04009371,SOC-02,57.6
04001131,HIST-03,87.7
04005081,PSY-02,79.6
04001831,PHYS-03,91.9
04002171,BIO-01,78.0
04005030,BME-05,69.4
04003961,PHYS-01,71.2
04005251,BIO-04,79.0
04008701,SE-05,70.5
04000711,HIST-05,92.6
04009630,BIO-04,64.5
04004190,PHIL-02,83.0
04001160,MATH-02,79.3
04004431,HIST-05,82.0
04002201,ART-01,81.0
04003361,PHIL-01,71.9
04005020,MUS-01,53.5
04002311,ECON-01,34.7
04008961,CE-02,40.4
04003770,CE-03,68.0
04007351,BIO-04,55.9
04000420,CE-05,76.5
04008940,STAT-02,86.5
04003631,LAW-04,43.8
04004631,LAW-03,56.6
04002701,ART-03,73.6
04007321,EE-05,69.9
04007210,BME-02,97.3
04004310,MUS-02,78.1
04004520,CS-03,68.5
04001301,BME-01,65.0
04004021,ME-02,52.4
04002461,PSY-01,73.4
04009141,MUS-04,86.0
04007331,PHIL-02,81.8
04005030,HIST-05,70.7
04009130,CS-01,73.4
04005251,BME-04,90.8
04007760,ECON-03,78.3
04001821,ART-01,41.8
04006211,PHYS-01,87.1
04006270,BIO-03,82.9
04000351,SOC-03,77.6
04009630,BME-04,31.5
04002060,MATH-01,43.3
04005321,PSY-02,48.3
04008390,LAW-02,93.7
04007610,ENV-02,85.7
04001191,ME-02,91.9
04008011,PSY-04,82.0
04007351,BME-04,62.5
04000401,ME-04,36.0
04005750,SOC-01,30.0
04008430,CHEM-02,85.3
04002590,CS-05,51.0
04007521,BME-02,97.7
04000410,MATH-02,83.3
04006551,LAW-05,43.9
04005421,MUS-03,89.4
04009841,PHYS-01,92.7
04007901,BIO-03,88.2
04000851,HIST-02,69.9
04001410,PHYS-03,74.9
04000880,MATH-01,90.1
04001160,CS-05,79.6
04008641,MATH-04,37.4
04008871,PSY-05,84.7
04005851,EE-02,58.3
04002951,CHEM-04,89.2
04000130,CS-03,82.4
04003851,STAT-03,76.2
04009571,LAW-03,54.7
04006950,ENV-03,51.3
04001360,SE-03,65.4
04008741,BME-05,30.0
04007991,CS-04,97.2
04004221,CE-02,53.6
04001250,ENV-03,78.6
04004860,CS-02,63.9
04002151,PHYS-04,74.5
04006961,CS-03,70.4
04008721,LAW-03,67.5
04003350,BIO-01,99.3
04009641,EE-01,65.5
04009911,ENV-02,82.4
04002760,LAW-03,69.9
04005000,BME-03,79.9
04005890,ME-03,96.8
04009280,PHYS-05,65.0
04005890,BIO-01,66.4
04004260,PHYS-01,76.6
04003331,STAT-02,84.7
04002201,PHYS-05,30.0
04002590,CS-02,82.5
04004741,MUS-02,81.4
04000501,BME-03,47.7
04004341,PHYS-01,66.4
04008060,BME-02,77.4
04000700,MATH-03,53.7
04005050,STAT-05,30.0
04003770,ME-02,88.4
04007401,MUS-01,42.3
04009901,EE-03,54.3
04002060,PHIL-04,70.6
04002090,PHIL-04,49.8
04000700,STAT-05,88.3
04006160,ART-02,82.3
04003191,SE-01,72.9
04004980,ME-04,50.0
04003010,PHYS-05,65.5
04002620,PHYS-03,86.8
04002640,BME-03,63.8
04000140,SE-04,69.2
04008911,ME-04,71.3
04002590,CHEM-01,77.1
04005901,MATH-01,56.4
04007531,LAW-05,82.7
04001951,BME-01,57.4
04007431,PHIL-02,64.8
04002511,PHYS-03,51.9
04003831,EE-04,66.8
04007001,CS-01,50.7
04008901,ME-04,38.2
04005600,PHYS-05,60.3
04008690,STAT-01,30.0
04001821,PHYS-05,81.6
04006950,CS-05,69.3
04003720,CE-03,78.9
04009630,SOC-03,74.0
04001711,CHEM-04,61.2
04008240,STAT-01,59.4
04003281,HIST-03,78.9
04006171,PSY-04,95.7
04008150,CHEM-03,66.4
04009391,LAW-01,77.0
04003181,LAW-02,89.1
04000851,SOC-02,63.1
04001091,ME-03,71.1
04002190,CE-03,91.3
04001091,BIO-01,88.4
04004811,CHEM-02,89.6
04003650,MATH-02,57.8
04000161,BIO-02,72.0
04005591,PHYS-05,80.8
04007710,BIO-05,83.2
04005501,PHYS-04,77.7
04003091,SE-02,86.3
04002960,SOC-04,75.4
04004501,BIO-03,87.7
04002861,ENV-01,64.6
04006160,CHEM-05,51.4
04000461,BME-03,66.1
04008890,PSY-03,39.3
04002361,ECON-05,80.5
04006600,LAW-05,89.4
04002600,PSY-04,99.1
04001420,EE-02,33.6
04009130,ME-04,73.1
04004061,ECON-01,61.6
04009551,ART-02,72.0
04003930,SOC-04,85.6
04009590,HIST-04,59.5
04004811,STAT-01,76.2
04000791,ECON-03,73.8
04001091,CE-05,47.6
04004371,SE-03,72.4
04002891,BIO-03,73.9
04008501,CE-02,71.4
04004221,CHEM-05,88.7
04005621,PSY-04,80.1
04005941,BIO-03,79.5
04005280,ECON-02,64.6
04009980,MUS-05,86.4
04008540,ECON-02,80.4
04003951,HIST-02,53.8
04003530,CS-02,37.1
04009391,SE-05,88.6
04000381,MATH-04,59.4
04002920,PHYS-03,84.5
04003341,LAW-04,47.5
04007391,BME-02,83.3
04004561,EE-01,60.9
04007361,PSY-04,67.3
04005141,LAW-02,80.3
04007470,SE-01,80.6
04002901,CHEM-01,77.0
04009901,CE-04,55.9
04005471,SE-02,70.3
04006411,HIST-01,83.7
04002751,STAT-03,73.2
04006941,PHIL-05,83.5
04005750,SE-04,86.8
04004620,CHEM-03,80.9
04006851,ART-04,73.1
04005890,CS-03,85.4
04000201,CS-01,70.3
04005540,PHIL-04,54.4
04005730,PSY-03,71.6
04001031,PHYS-03,84.8
04002990,SOC-02,77.4
04002520,MATH-02,39.6
04006381,CHEM-03,62.5
04003580,PSY-04,68.3
04004720,ME-01,67.0
04006990,HIST-03,89.9
04000560,PHIL-01,86.4
04003831,CE-05,69.2
04004411,STAT-04,66.6
04006481,CE-01,71.2
04004230,LAW-01,58.1
04009551,CHEM-05,72.6
04006060,MATH-01,91.5
04003720,ME-02,57.0
04002020,PHYS-05,53.4
04007460,ECON-03,75.2
04007800,CHEM-04,81.5
04001980,STAT-04,84.2
04009431,PHIL-04,71.0
04002630,BIO-01,95.4
04006730,LAW-03,83.0
04006381,STAT-03,68.1
04002190,ME-02,54.0
04008651,BME-03,85.2
04008890,MUS-04,81.9
04003350,MATH-05,82.7
04003770,LAW-03,62.1
04009501,CE-01,71.3
04007901,ENV-01,82.1
04009931,STAT-04,54.7
04005240,MATH-04,61.7
04009230,HIST-03,81.4
04001360,LAW-03,81.4
04008180,HIST-02,39.7
04003841,MATH-03,47.7
04004010,BME-03,55.7
04007401,ECON-01,30.0
04008260,ART-01,52.7
04008501,PHIL-01,52.5
04003841,STAT-05,69.0
04008040,ART-05,52.2
04001140,SE-02,59.7
04006101,EE-02,92.2
04001091,CS-03,77.8
04003980,ENV-05,77.7
04009711,ME-04,94.9
04003951,SOC-02,85.6
04002260,BIO-01,30.0
04003880,EE-02,73.0
04002071,SE-04,89.2
04002080,PHIL-01,50.4
04003650,CHEM-01,84.9
04009101,LAW-04,82.5
04003521,CHEM-03,78.2
04008501,CHEM-05,84.4
04000361,STAT-03,86.8
04004240,ENV-04,37.4
04009560,PHIL-03,49.2
04008711,LAW-03,55.3
04000781,CHEM-02,76.4
04006581,ENV-03,45.0
04007760,BME-02,92.8
04005730,MUS-04,85.6
04007580,ECON-05,83.1
04007641,HIST-01,79.1
04009980,ART-04,89.9
04004190,ART-03,67.1
04003890,BME-03,84.9
04008631,ME-04,65.5
04004481,STAT-02,81.7
04007181,STAT-02,96.7
04008600,STAT-02,53.4
04001780,STAT-05,70.7
04005370,LAW-03,89.1
04006110,EE-04,90.3
04009821,CE-05,92.4
04001831,ECON-02,46.6
04005131,CE-04,95.4
04004680,ENV-04,61.1
04002520,CS-02,63.1
04004310,STAT-01,69.3
04008421,EE-05,83.1
04006610,MATH-04,56.8
04006910,PHYS-03,43.7
04006491,LAW-02,58.7
04007120,ENV-04,73.5
04004501,ME-05,77.8
04005600,BIO-05,81.8
04006340,MUS-02,67.4
04005360,MATH-03,86.8
04002520,CHEM-01,67.9
04003261,HIST-05,63.8
04005691,SOC-04,82.0
04009051,BIO-03,87.8
04002891,ME-05,78.8
04003041,EE-04,77.1
04002881,MATH-02,50.0
04003281,BIO-03,89.6
04009320,ENV-05,44.4
04005661,LAW-05,71.4
04004501,ENV-01,54.1
04000151,CHEM-02,46.1
04007551,HIST-01,93.2
04004460,STAT-03,77.7
04007021,STAT-05,79.9
04008160,LAW-02,69.2
04004411,BME-03,83.6
04000990,STAT-04,71.9
04006510,STAT-02,98.3
04005951,HIST-02,62.8
04000041,BIO-01,55.3
04001790,ME-04,88.4
04000151,STAT-01,81.2
04008361,CHEM-01,63.0
04008050,CHEM-03,58.5
04001471,ART-03,77.4
04007091,SOC-04,93.9
04003451,CS-01,62.3
04006381,ART-01,57.1
04001580,MUS-01,84.6
04006651,STAT-03,64.3
04006290,ART-02,63.6
04006150,PHYS-05,34.4
04002570,CE-04,39.7
04009530,EE-04,74.5
04006110,ME-03,65.1
04002441,MATH-05,46.1
04000501,MUS-04,89.2
04003220,CHEM-04,78.3
04002190,LAW-03,41.5
04000981,SE-02,90.0
04000481,SE-04,74.0
04007040,BME-03,88.0
04002350,HIST-02,57.3
04000221,LAW-01,86.3
04007051,CE-05,73.3
04006920,HIST-03,47.2
04000261,ECON-02,67.6
04007210,LAW-02,41.0
04003660,CS-02,67.9
04000921,STAT-03,91.9
04004770,ART-05,90.8
04006830,ECON-03,44.5
04004550,SOC-03,79.4
04009101,MUS-04,94.7
04008950,CS-03,77.3
04001700,PHIL-03,75.7
04004350,ART-05,89.4
04005451,MUS-05,71.6
04003041,ME-03,44.5
04002710,PHYS-04,92.1
04007970,ME-05,49.0
04003001,ECON-02,64.7
04007150,PHIL-03,75.2
04001261,BIO-04,66.9
04001420,ECON-05,65.3
04008090,CHEM-03,86.5
04007791,SE-01,30.0
04001431,HIST-05,83.6
04009810,LAW-05,63.9
04002401,ME-01,56.2
04002611,MATH-03,92.8
04002511,ECON-02,45.5
04009601,CS-01,72.7
04009911,ECON-03,80.8
04006670,CHEM-01,89.8
04000221,SE-05,62.2
04005330,MUS-02,54.4
04003911,HIST-03,70.8
04005821,MATH-05,88.1
04004640,BIO-05,62.1
04009461,LAW-04,68.0
04003460,PHIL-03,71.8
04007481,STAT-04,73.3
04003041,CE-05,81.4
04004290,HIST-03,64.4
04004640,MATH-05,69.2
04001550,HIST-05,56.9
04000941,HIST-03,83.3
04006190,CE-02,81.9
04008011,CE-04,66.4
04009210,PSY-05,72.0
04009530,ME-03,85.3
04009560,MATH-04,51.0
04005741,ECON-04,59.7
04009530,BIO-01,94.1
04004371,PSY-05,71.9
04006981,STAT-01,73.8
04006390,PHYS-04,66.6
04005251,HIST-03,51.0
04006781,ENV-02,78.4
04001020,STAT-04,75.3
04001660,PHIL-04,94.1
04002340,BIO-03,60.8
04002311,ART-03,57.4
04009711,ART-05,94.2
04000310,PSY-05,67.5
04002791,PHIL-03,70.2
04007130,ME-05,30.0
04009530,CE-05,56.4
04004680,CS-04,87.0
04007891,CS-01,61.9
04007771,ME-03,82.1
04003941,LAW-01,76.1
04007920,SOC-02,77.9
04005131,MUS-05,72.7
04004451,ECON-05,63.6
04000251,MUS-03,84.9
04001521,SE-04,60.7
04000800,SOC-01,85.0
04003191,MATH-01,65.9
04000221,BME-01,88.7
04001530,SOC-02,39.8
04002920,ECON-02,71.3
04001870,BME-02,72.5
04009641,SE-02,59.3
04007771,CE-05,60.6
04003451,ME-04,69.3
04001601,PSY-04,92.2
04007200,LAW-05,59.4
04006560,BME-05,77.9
04001071,BIO-04,40.9
04002701,SOC-05,66.2
04006280,PHIL-05,49.8
04005481,ECON-05,72.5
04000251,LAW-02,45.8
04000060,PHYS-04,63.2
04008390,MUS-02,63.3
04009661,SOC-02,53.0
04008651,MUS-04,93.5
04005451,ART-04,75.3
04001741,ECON-04,66.5
04005020,ENV-04,82.6
04003281,ENV-01,82.3
04008961,MATH-01,87.6
04005440,ECON-05,80.6
04004031,STAT-04,77.8
04000270,CE-04,75.5
04009671,BIO-04,42.1
04008881,BME-05,89.4
04008110,SE-04,83.8
04007080,PSY-03,77.0
04001970,EE-04,58.0
04009750,ME-05,82.0
04009341,STAT-02,85.3
04003381,ART-02,75.5
04008291,ART-01,79.2
04003811,CE-02,57.5
04003551,MUS-04,60.8
04002570,ART-02,76.8
04006471,CE-02,87.4
04008671,MUS-04,86.2
04000581,MUS-05,53.5
04001390,EE-01,64.5
04004871,STAT-02,61.1
04008260,BIO-05,74.1
04007391,CE-05,91.5
04000470,HIST-01,60.0
04000600,MUS-03,60.6
04006640,PSY-02,60.3
04009380,BME-02,85.7
04005261,LAW-02,84.4
04001721,BIO-04,70.0
04004920,ECON-02,69.1
04004530,BME-05,52.1
04006021,ECON-05,67.6
04005930,SOC-03,73.3
04001110,MUS-05,66.3
04003240,MATH-02,87.4
04005141,EE-05,77.6
04001390,EE-05,79.5
04009461,MUS-04,68.3
04007101,ECON-05,82.8
04006361,CHEM-02,85.4
04004960,PHIL-01,30.1
04009010,ME-03,72.3
04005621,CE-04,68.4
04001561,LAW-05,74.0
04005191,CE-02,70.1
04001301,MATH-03,61.6
04006160,MATH-01,91.1
04008090,ART-01,60.0
04009740,CS-02,51.5
04002210,ENV-02,94.8
04002381,PSY-01,74.9
04000700,PHIL-03,81.2
04007261,PHIL-03,76.1
04003860,ECON-01,66.5
04007061,CS-03,30.0
04004401,STAT-03,63.8
04007220,STAT-04,68.7
04007771,CS-03,76.8
04008850,LAW-05,30.0
04004801,SOC-05,96.7
04001210,CHEM-01,91.2
04004561,SE-02,83.7
04001511,LAW-04,79.8
04009960,PSY-03,97.5
04001970,ME-03,46.4
04005781,CE-01,79.4
04009300,STAT-04,60.6
04008050,PHYS-05,80.5
04001970,BIO-01,54.7
04008980,HIST-01,49.7
04008701,MATH-03,64.8
04003401,CE-04,76.4
04004491,ME-05,88.2
04001010,SE-02,48.4
04006930,PSY-04,98.8
04004421,ME-05,76.6
04006821,CHEM-03,49.3
04009221,LAW-05,83.8
04007590,ECON-05,44.8
04005760,ENV-03,81.1
04000110,ART-04,88.4
04002321,LAW-03,61.0
04005370,ENV-05,89.6
04004970,CHEM-02,87.3
04008421,ME-01,87.4
04004911,EE-04,88.2
04002550,MATH-05,75.0
04004880,ENV-03,73.1
04007410,MATH-02,46.0
04002791,MATH-04,77.5
04005840,PHYS-04,77.5
04002340,ENV-01,77.6
04005520,CHEM-02,88.3
04006600,BIO-03,61.9
04006270,CHEM-04,64.4
04008820,ECON-03,53.8
04008721,HIST-02,72.6
04000331,SE-01,77.2
04007310,STAT-02,80.4
04006571,ENV-04,59.7
04002970,SE-02,65.5
04003161,ART-02,34.9
04001400,HIST-02,39.4
04008480,LAW-04,76.9
04005560,ENV-05,68.7
04001511,PSY-03,33.7
04002821,ENV-02,87.3
04009040,ECON-01,65.6
04000671,SOC-02,66.1
04005330,ME-01,81.7
04009890,ENV-04,88.9
04005520,STAT-01,57.4
04002960,PHYS-03,63.2
04004941,BME-02,60.9
04000641,BME-05,74.9
04000971,EE-03,82.8
04001140,ENV-04,48.4
04006701,STAT-02,60.9
04008781,ART-02,53.1
04008320,ART-05,32.4
04005141,MUS-02,56.9
04009431,BME-05,34.0
04002830,ART-03,86.0
04003750,PHIL-01,61.4
04004631,SOC-02,89.4
04007040,MUS-04,56.0
04009141,ART-05,74.0
04008090,PHYS-05,48.6
04001271,SE-04,65.1
04006140,STAT-02,40.3
04003441,HIST-04,81.3
04001230,ENV-03,46.2
04007700,BIO-03,87.1
04008660,SOC-01,38.7
04002590,CE-02,65.0
04001861,EE-01,55.4
04004121,ART-01,88.3
04005390,EE-01,87.1
04007440,CS-02,74.8
04009801,PHIL-03,74.6
04008890,ME-04,69.7
04009960,MUS-04,79.1
04009421,BIO-02,56.0
04009850,CS-03,68.8
04001160,CE-02,39.2
04002980,ART-01,38.6
04001721,SOC-03,90.8
04002650,HIST-02,74.0
04007440,CHEM-01,62.7
04004061,CS-04,67.7
04000101,BME-05,93.3
04003061,ECON-03,96.7
04004240,SE-03,82.6
04000641,HIST-05,75.4
04003161,CHEM-05,77.0
04009551,PHIL-04,80.7
04004900,CHEM-03,52.8
04005240,BIO-04,81.6
04006531,BME-05,85.1
04008480,PSY-03,74.0
04004161,SOC-02,57.5
04009280,PSY-02,89.8
04002111,HIST-04,54.1
04009621,SE-01,49.3
04005110,STAT-03,89.0
04002500,PSY-04,76.4
04006551,ENV-01,90.3
04007570,ECON-05,58.1
04003470,ECON-05,72.6
04006501,EE-05,89.6
04006581,PHYS-01,80.1
04004360,PHYS-04,95.9
04008430,CE-04,91.2
04006631,MUS-04,84.5
04000631,CHEM-02,61.4
04004911,CE-05,71.5
04001511,MUS-04,52.6
04004780,STAT-01,67.8
04008421,ECON-01,93.7
04003991,PHIL-03,39.4
04002600,MUS-05,70.9
04005240,BME-04,79.6
04001921,ME-03,56.2
04003370,EE-05,64.2
04005600,PSY-02,75.8
04005760,CHEM-01,75.4
04007280,HIST-01,60.0
04003901,EE-02,57.6
04004190,ART-04,62.9
04002801,ENV-04,59.6
04003610,STAT-04,84.1
04001120,PHYS-01,80.0
04003220,PHIL-05,91.9
04003481,STAT-04,68.3
04008210,BIO-01,72.7
04006201,CS-04,75.3
04006070,BIO-05,90.0
04001180,MUS-04,73.9
04007491,BIO-01,94.7
04002590,PHIL-01,92.9
04002240,ART-04,86.8
04002901,CE-02,94.5
04005330,ECON-01,63.1
04003530,CE-02,92.1
04006171,CHEM-05,66.4
04001811,PSY-01,63.7
04007840,ECON-02,58.0
04006130,CS-03,84.8
04009151,SOC-03,83.7
04000730,ECON-03,87.0
04006811,BME-02,88.5
04002080,PHIL-04,88.4
04000610,MUS-02,78.0
04008820,BIO-02,78.8
04007331,ART-04,60.0
04004670,MUS-03,51.6
04000420,CHEM-02,39.7
04006970,PHIL-03,44.6
04008631,PHYS-02,91.8
04002980,PHYS-05,72.7
04007561,EE-04,58.9
04007941,ENV-04,42.4
04004190,SOC-05,74.9
04009880,CE-04,54.7
04004260,PSY-01,74.4
04008690,CE-04,73.4
04008480,MUS-04,50.1
04006260,SOC-04,54.8
04003500,HIST-04,88.6
04007361,PHIL-01,92.8
04008911,SE-04,77.6
04001991,ART-05,58.7
04003181,MUS-01,90.5
04000621,CS-01,47.2
04005421,ME-01,68.6
04007031,PSY-02,38.6
04001071,EE-01,79.7
04007791,MATH-01,62.7
04007361,CHEM-05,68.6
04008240,CE-04,35.8
04001371,ENV-05,71.7
04005360,PHIL-03,34.8
04003580,PHIL-01,78.3
04008641,EE-01,84.1
04000270,ART-04,75.3
04001360,HIST-02,97.3
04005771,EE-02,84.6
04003411,LAW-01,83.0
04002930,STAT-02,64.5
04004290,ENV-01,50.4
04008200,PHYS-04,89.2
04009411,HIST-05,86.4
04001611,LAW-05,89.0
04007700,ME-05,99.5
04005380,ART-03,75.0
04004951,PHYS-01,76.1
04003020,ENV-05,95.8
04009331,BME-05,69.6
04003341,STAT-03,86.0
04003181,ME-01,78.3
04002600,ART-04,66.7
04001170,PHIL-01,76.6
04007460,LAW-02,36.1
04005970,PSY-01,95.8
04002131,STAT-01,86.1
04003740,MATH-04,69.3
04007431,ART-04,72.4
04007231,HIST-03,54.1
04001471,SOC-05,61.1
04008221,CE-03,87.9
04001170,CHEM-05,52.1
04004021,LAW-01,46.3
04004660,ART-02,54.5
04002810,SOC-02,74.0
04007970,CHEM-04,33.8
04007450,HIST-04,61.5
04005011,ECON-03,59.5
04008381,BME-02,92.6
04005041,CE-02,64.8
04004230,STAT-05,48.5
04007181,STAT-04,92.4
04001191,LAW-01,86.0
04002450,EE-02,50.7
04003200,PHIL-03,87.2
04006950,SE-01,91.0
04005890,STAT-01,75.4
04000281,MUS-01,57.4
04004610,ME-04,67.3
04003770,SOC-02,72.6
04009380,MUS-03,81.1
04005141,ME-01,79.2
04007171,BIO-05,87.1
04006680,ME-02,72.4
04002171,MATH-02,79.9
04009641,ENV-04,62.9
04007341,ECON-04,94.1
04003401,ART-04,82.3
04009070,EE-05,73.0
04000501,STAT-03,73.6
04002140,SE-04,56.1
04001040,CS-01,92.8
04000470,CE-01,82.3
04002611,PHIL-03,42.0
04009490,SOC-01,31.9
04006290,PHIL-04,60.8
04009490,SOC-04,65.1
04004151,PHIL-02,77.9
04003311,MATH-03,72.0
04005380,EE-03,59.4
04000120,ME-05,71.5
04007120,LAW-03,59.1
04002801,CS-04,86.2
04004970,PSY-04,89.3
04001191,SE-05,77.9
04005151,PSY-02,57.4
04005871,BME-02,88.8
04004840,ART-04,69.5
04004050,EE-02,43.5
04004930,BME-05,53.5
04008361,CE-02,95.0
04008711,SOC-02,73.0
04002210,ECON-03,53.7
04006781,BIO-02,95.3
04009181,PHIL-03,48.7
04003421,CHEM-05,90.5
04003261,ENV-02,76.1
04001091,CHEM-02,68.2
04009990,CE-01,74.6
04003761,MUS-01,78.1
04003781,ART-04,46.9
04007001,SE-04,45.6
04005110,PHYS-05,71.2
04000461,CHEM-03,82.0
04006030,ME-01,80.9
04002850,LAW-02,46.0
04007941,CS-04,64.0
04005061,CE-03,84.6
04006201,CE-03,74.3
04008221,ME-02,62.2
04007250,ENV-04,70.1
04001390,SE-02,85.0
04006690,ECON-04,45.0
04004840,SOC-05,57.5
04006190,MATH-01,66.0
04009880,MUS-05,91.9
04004930,HIST-05,92.9
04000090,ME-04,58.3
04005471,CE-03,89.6
04007561,CS-03,47.9
04003781,SOC-05,77.1
04001580,ART-03,82.4
04005570,PHIL-03,61.2
04002311,LAW-03,95.1
04004181,SOC-01,91.3
04004520,PSY-04,87.0
04008590,SE-03,82.9
04002980,BIO-05,90.9
04003770,SE-05,38.4
04004250,STAT-01,42.9
04009580,ECON-05,79.6
04003101,PHIL-04,48.3
04005310,ENV-04,53.8
04008830,BME-04,93.8
04009750,CHEM-04,95.2
04003681,HIST-03,73.6
04007541,CHEM-03,69.8
04000020,CHEM-04,60.9
04009511,ART-04,54.6
04005141,ECON-01,90.5
04005370,LAW-01,62.5
04001631,SOC-04,74.2
04001131,CE-03,78.8
04004941,MUS-03,58.0
04000451,PSY-01,69.8
04006501,MUS-01,73.7
04004561,ENV-04,57.6
04009690,ME-01,76.6
04006861,ME-02,93.0
04006321,EE-02,60.9
04004960,MATH-01,85.2
04007021,MATH-04,92.7
04008160,MUS-01,90.0
04008450,PHYS-01,67.1
04002450,PSY-01,43.9
04000351,ENV-04,96.6
04003720,SOC-02,79.1
04005120,CHEM-02,77.8
04007431,PSY-05,78.5
04000631,PSY-04,63.2
04001271,PHYS-03,81.3
04007181,BME-03,88.5
04000130,PSY-04,57.4
04000201,SE-04,59.0
04006830,LAW-02,64.3
04004381,BME-01,80.5
04009780,ART-03,86.6
04001431,ENV-02,52.0
04009971,ENV-02,81.9
04000331,MATH-01,67.4
04004010,CHEM-03,67.3
04006961,PSY-04,43.2
